,id,forward,incline,layer,side,street_name,surface,width,length,v_coordinates,u_coordinates,adjacent_parks
158,3898,0.0,116,0,S,NE 55TH ST,N/A,1.8288,191.23316628023173,"[-122.32292701301643, 47.66855345593813]","[-122.32547412797162, 47.66857104621735]",[]
159,3900,0.0,46,0,S,N 79TH ST,concrete,1.8288,190.33769174014165,"[-122.33918257566388, 47.686157317247826]","[-122.34171875055272, 47.68615534641371]",[]
160,3935,0.0,-60,0,S,N 55TH ST,concrete,1.8288,94.24603973524205,"[-122.33504113644581, 47.66863184638291]","[-122.33629650499459, 47.668630096088116]",[]
161,3936,0.0,-60,0,S,N 55TH ST,concrete,1.8288,12.640424936712277,"[-122.33487276447482, 47.66863208009044]","[-122.33504113644581, 47.66863184638291]",[]
162,3974,1.0,-19,0,W,CORLISS AVE N,concrete,1.8288,72.83164152761894,"[-122.33097604806446, 47.672950532009565]","[-122.33096580665881, 47.67360579258077]",[]
163,4029,1.0,50,0,N,N 77TH ST,concrete,1.8288,66.63537051864995,"[-122.33033870854645, 47.68512589532717]","[-122.32945098887171, 47.685114780951594]",[]
164,4030,0.0,18,0,S,N 76TH ST,concrete,1.524,179.58664500888457,"[-122.3419224961294, 47.68397614003369]","[-122.34431530698147, 47.68398149522505]",[]
165,4050,1.0,34,0,W,LATONA AVE NE,concrete,1.8288,67.826784090632,"[-122.32569159620597, 47.6843480092385]","[-122.32569990666954, 47.684958248190675]",[]
166,4051,1.0,0,0,W,LATONA AVE NE,concrete,1.8288,6.082541009739413,"[-122.32569085094957, 47.68429328449051]","[-122.32569159620597, 47.6843480092385]",[]
167,4100,0.0,0,0,E,9TH AVE NE,concrete,1.8288,2.9489472116105535,"[-122.31860101243245, 47.68260920929129]","[-122.31860991202902, 47.682583366032596]",[]
168,4101,0.0,-56,0,E,9TH AVE NE,concrete,1.8288,42.19113623577225,"[-122.31850153003481, 47.68298207926118]","[-122.31850187214226, 47.68297803029559]",[]
169,4123,1.0,0,0,SW,KENSINGTON PL N,concrete,1.8288,20.29426930962609,"[-122.32929681618039, 47.66739528965445]","[-122.32940638501056, 47.66756221335242]",[]
170,4124,1.0,0,0,SW,KENSINGTON PL N,concrete,1.8288,110.31281928184343,"[-122.3287012490293, 47.6664879467439]","[-122.32929681618039, 47.66739528965445]",[]
171,4171,1.0,-4,0,W,MERIDIAN AVE N,concrete,1.8288,67.90506724544589,"[-122.33379086665792, 47.6672755476171]","[-122.33378563139689, 47.66788650875555]",[]
172,4183,1.0,0,0,W,AURORA AVE N,concrete,1.2191999999999998,2.710120717415592,"[-122.34465174575737, 47.68212819979329]","[-122.344651671302, 47.68215258383672]",[]
173,4184,1.0,36,0,W,AURORA AVE N,concrete,1.2191999999999998,30.969420167941927,"[-122.34465259656936, 47.681849555487496]","[-122.34465174575737, 47.68212819979329]",[]
174,4255,1.0,64,0,W,9TH AVE NE,concrete,1.8288,64.28373186601144,"[-122.31884070167393, 47.68024076754343]","[-122.31885133511162, 47.680819109500916]",[]
175,4287,0.0,-20,0,E,9TH AVE NE,concrete,1.8288,75.26122772237143,"[-122.31862013465951, 47.674896366889584]","[-122.3186214529964, 47.67421921131283]",[]
176,4331,0.0,7,0,NE,WEST GREEN LAKE WAY N,N/A,1.524,11.269729544014426,"[-122.34561590663432, 47.67428247817419]","[-122.34551358295012, 47.674208278855254]",['GREEN LAKE PARK']
177,4332,0.0,7,0,NE,WEST GREEN LAKE WAY N,N/A,1.524,209.40163036851374,"[-122.34669513148813, 47.67596832828388]","[-122.34671070547132, 47.67579306743956]",['GREEN LAKE PARK']
178,4384,1.0,40,0,N,NE 72ND ST,concrete,1.8288,84.61343094597368,"[-122.3186866797785, 47.680930097685575]","[-122.31755944951966, 47.680920156209154]",[]
179,4494,0.0,4,0,NE,EAST GREEN LAKE DR N,concrete,1.8288,43.433835326215586,"[-122.33610372367531, 47.6854338802447]","[-122.33601256092034, 47.68539289679546]",[]
180,4587,1.0,71,0,N,NE 77TH ST,concrete,1.8288,47.11594213988569,"[-122.32229291742021, 47.68467761472851]","[-122.32166523256367, 47.68467012089303]",[]
181,4596,0.0,110,0,S,NE 56TH ST,N/A,1.8288,190.85512640282656,"[-122.32292211096309, 47.66927157853562]","[-122.32546421481017, 47.66928982875625]",[]
182,4652,1.0,-61,0,N,N 73RD ST,concrete,1.8288,111.03583065950576,"[-122.34613193304293, 47.68185795478743]","[-122.34465259656936, 47.681849555487496]",[]
183,4797,1.0,-59,0,N,N 70TH ST,concrete,1.8288,121.04999517096483,"[-122.34714991594433, 47.67965110989626]","[-122.34553718914601, 47.679645948203074]",[]
184,4816,0.0,27,0,NE,KENSINGTON PL N,concrete,1.8288,74.59863529156833,"[-122.3308758586792, 47.67007857955961]","[-122.33047309285425, 47.66946499066068]",[]
185,4833,1.0,-27,0,W,EVANSTON AVE N,concrete,1.8288,66.7060768710626,"[-122.35150455248073, 47.67179550400461]","[-122.35149941582432, 47.67239567800952]",[]
186,4950,0.0,28,0,S,WOODLAWN AVE NE,concrete,1.8288,72.00618101093896,"[-122.32731539102858, 47.67750807790216]","[-122.32822149318336, 47.677455485573915]",[]
187,4955,0.0,-7,0,E,1ST AVE NE,concrete,1.8288,70.0553088247674,"[-122.32818558695519, 47.66859076959415]","[-122.32818244826693, 47.66796045553335]",[]
188,4959,1.0,19,0,W,FREMONT AVE N,concrete,1.8288,69.4906393792619,"[-122.34997315687956, 47.682616331663645]","[-122.34996425902372, 47.68324153949764]",[]
189,4978,1.0,21,0,N,NE 75TH ST,concrete,1.8288,108.71897760578237,"[-122.32011502888857, 47.68322827260779]","[-122.31866675323653, 47.683209083059126]",[]
190,4992,1.0,85,0,W,2ND AVE NE,concrete,1.8288,62.697411928264955,"[-122.32703947586505, 47.68328851478455]","[-122.32704844895662, 47.68385259615588]",[]
191,5078,0.0,-2,0,SE,EAST GREEN LAKE WAY N,concrete,2.4383999999999997,54.6515674125603,"[-122.32618414275932, 47.678846583878745]","[-122.32631977012994, 47.678700174049695]",[]
192,5102,0.0,-14,0,S,NE 63RD ST,concrete,1.8288,86.83793023555722,"[-122.3187882149028, 47.67410758075979]","[-122.31994499901687, 47.67411314400875]",[]
193,5122,1.0,49,0,W,ROOSEVELT WAY NE,concrete,1.8288,63.36081028639671,"[-122.31752668680335, 47.67954673263534]","[-122.31753862785901, 47.68011675823613]",[]
194,5179,1.0,-33,0,W,MERIDIAN AVE N,concrete,1.8288,40.17933970515911,"[-122.3336211988547, 47.67374589623058]","[-122.33361913086024, 47.67410740409202]",[]
195,5180,1.0,0,0,W,MERIDIAN AVE N,concrete,1.8288,6.163607702379736,"[-122.33362151608519, 47.67369044004993]","[-122.3336211988547, 47.67374589623058]",[]
196,5217,0.0,0,0,E,FREMONT AVE N,concrete,1.8288,87.80696391552273,"[-122.34981152539319, 47.6777411470198]","[-122.34981669195774, 47.676951117534784]",[]
197,5229,0.0,-30,0,NE,WEEDIN PL NE,concrete,1.8288,83.07723367030013,"[-122.3225994129206, 47.679464683908776]","[-122.32253456672709, 47.67942254160261]",[]
198,5242,1.0,32,0,N,NE 70TH ST,concrete,1.8288,67.51141621704076,"[-122.32272133297536, 47.67955412130896]","[-122.32270371771422, 47.67956423403671]",[]
199,5260,0.0,-40,0,E,FREMONT AVE N,concrete,1.8288,69.32474003828975,"[-122.3498121692967, 47.68543338126142]","[-122.3498080199447, 47.68480964376148]",[]
200,5369,1.0,11,0,SW,OSWEGO PL NE,concrete,1.8288,161.8747608726117,"[-122.32257976165437, 47.677889181262024]","[-122.32372433208975, 47.67912358591339]",[]
201,5411,0.0,0,0,E,AURORA AVE N,N/A,1.8288,5.154280011154864,"[-122.34519634559592, 47.67962388087994]","[-122.34520289808023, 47.67957771723704]",['GREEN LAKE PARK']
202,5412,0.0,0,0,E,AURORA AVE N,N/A,1.8288,62.869779055395355,"[-122.34506906788796, 47.68018138340593]","[-122.34510522174816, 47.68010178915899]",['GREEN LAKE PARK']
203,5413,0.0,0,0,E,AURORA AVE N,N/A,1.8288,10.195293529797663,"[-122.34502923291376, 47.68026908148219]","[-122.34506906788796, 47.68018138340593]",['GREEN LAKE PARK']
204,5431,1.0,1,0,NW,KEEN WAY N,concrete,1.524,120.80597324333519,"[-122.34209876100185, 47.68287779069599]","[-122.34198281626325, 47.68292462019899]",[]
205,5467,1.0,45,0,N,NE 71ST ST,concrete,1.8288,85.0618672993956,"[-122.31867416586213, 47.68023929414001]","[-122.31754097784875, 47.6802292275805]",[]
206,5511,1.0,0,0,S,EAST GREEN LAKE DR N,N/A,2.1336,4.975431859892554,"[-122.33032780810017, 47.68261548291468]","[-122.33039389526307, 47.682618992247164]",['GREEN LAKE PARK']
207,5512,1.0,-3,0,S,EAST GREEN LAKE DR N,N/A,2.1336,49.03917748568063,"[-122.32967977879542, 47.68256201742667]","[-122.33002253810612, 47.68259927209707]",['GREEN LAKE PARK']
208,5513,1.0,0,0,S,EAST GREEN LAKE DR N,N/A,2.1336,4.936874627316279,"[-122.32961483725906, 47.68255495877933]","[-122.32967977879542, 47.68256201742667]",['GREEN LAKE PARK']
209,5644,0.0,19,0,S,NE 65TH ST,concrete,1.8288,25.08004626003158,"[-122.32241145870925, 47.67579437838047]","[-122.32274555750459, 47.67579661846133]",[]
210,5681,1.0,0,0,N,NE 50TH ST,concrete,1.8288,6.306223184844799,"[-122.32728015678275, 47.665066082326526]","[-122.32719616411184, 47.66506575809872]",[]
211,5682,1.0,7,0,N,NE 50TH ST,concrete,1.8288,68.11723164716956,"[-122.32818741120977, 47.66506958058319]","[-122.32728015678275, 47.665066082326526]",[]
212,5712,0.0,0,0,S,N 78TH ST,concrete,1.8288,177.2733922970619,"[-122.3499786831666, 47.68543327485337]","[-122.35234075259284, 47.68543308807135]",[]
213,5716,0.0,121,0,SE,WOODLAND PL N,concrete,1.8288,50.13511433254518,"[-122.34796950314819, 47.67309794038137]","[-122.34814015804133, 47.672940473765934]",[]
214,5720,1.0,-39,0,N,N 52ND ST,concrete,1.8288,84.34817069715993,"[-122.33096256520554, 47.665823878850794]","[-122.3299239200106, 47.666113172763104]",[]
215,5762,0.0,-67,0,S,NE 70TH ST,concrete,1.016,84.98147336422768,"[-122.31883023464293, 47.679409894532675]","[-122.31996234213655, 47.67941952806594]",[]
216,5763,0.0,0,0,S,NE 70TH ST,concrete,1.016,6.452542958167046,"[-122.31874427507927, 47.67940916261367]","[-122.31883023464293, 47.679409894532675]",[]
217,5834,1.0,-14,0,NW,AURORA AVE N,concrete,2.7432,9.667155465032378,"[-122.34478919479183, 47.68110026638916]","[-122.34473520618145, 47.68117923573056]",[]
218,5844,1.0,0,0,S,EAST GREEN LAKE DR N,N/A,2.1336,6.377054804583766,"[-122.33149400549061, 47.68253123966362]","[-122.33157892596856, 47.68252936491111]",['GREEN LAKE PARK']
219,5845,1.0,2,0,S,EAST GREEN LAKE DR N,N/A,2.1336,78.47797146610715,"[-122.33045676463206, 47.68261515025314]","[-122.33070330715475, 47.68260008351758]",['GREEN LAKE PARK']
220,5846,1.0,0,0,S,EAST GREEN LAKE DR N,N/A,2.1336,4.737893003977444,"[-122.33039389526307, 47.682618992247164]","[-122.33045676463206, 47.68261515025314]",['GREEN LAKE PARK']
221,5853,1.0,49,0,W,1ST AVE NE,concrete,1.8288,188.05703220488545,"[-122.32838241325875, 47.68329801116453]","[-122.3283901048068, 47.68499002824024]",[]
222,5875,1.0,-70,0,SW,KENWOOD PL N,concrete,1.8288,55.38255128089654,"[-122.33640237069059, 47.67105213336447]","[-122.3368955807605, 47.67142270711794]",[]
223,5943,0.0,0,0,SE,AURORA AVE N,N/A,1.524,0.4676887199818613,"[-122.34614040637543, 47.676820538621755]","[-122.3461436210323, 47.67681693395132]",['GREEN LAKE PARK']
224,5944,0.0,-4,0,SE,AURORA AVE N,N/A,1.524,103.85011117055039,"[-122.3455473662297, 47.67766013662481]","[-122.34559388587705, 47.677546159448426]",['GREEN LAKE PARK']
225,5945,0.0,-4,0,SE,AURORA AVE N,N/A,1.524,10.596028857246647,"[-122.34550985343388, 47.677752045850724]","[-122.3455473662297, 47.67766013662481]",['GREEN LAKE PARK']
226,5948,0.0,0,0,E,WEST GREEN LAKE DR N,N/A,1.8288,5.8472347170548336,"[-122.3398890363262, 47.68352947935087]","[-122.33991537749944, 47.683479967649546]",['GREEN LAKE PARK']
227,5949,0.0,-1,0,E,WEST GREEN LAKE DR N,N/A,1.8288,132.56359037157995,"[-122.33929183789634, 47.684651965222805]","[-122.3398890363262, 47.68352947935087]",['GREEN LAKE PARK']
228,5950,0.0,-1,0,E,WEST GREEN LAKE DR N,N/A,1.8288,8.595398833911469,"[-122.33925311476769, 47.68472474688133]","[-122.33929183789634, 47.684651965222805]",['GREEN LAKE PARK']
229,5955,0.0,48,0,E,LATONA AVE NE,concrete,1.4731999999999998,72.73546567436578,"[-122.32533800164238, 47.675079949701846]","[-122.32534807986325, 47.67442555386662]",[]
230,5956,0.0,0,0,E,LATONA AVE NE,concrete,1.4731999999999998,6.197668291957639,"[-122.32533714287818, 47.67513570968115]","[-122.32533800164238, 47.675079949701846]",[]
231,5957,0.0,0,0,S,NE 79TH ST,concrete,1.8288,188.6919283821415,"[-122.31764270091755, 47.68596581202303]","[-122.32015686037781, 47.68597884385993]",[]
232,5963,1.0,-60,0,N,N 75TH ST,concrete,1.8288,126.54722177178394,"[-122.34633526870668, 47.683359957915116]","[-122.3446491677088, 47.68335792003316]",[]
233,5966,1.0,-41,0,W,PHINNEY AVE N,concrete,1.8288,67.29884668193148,"[-122.35450102216066, 47.674622897235]","[-122.35449100205568, 47.67522837672443]",[]
234,5977,0.0,2,0,NE,KENSINGTON PL N,concrete,1.8288,78.09553984328332,"[-122.3299073581708, 47.668602783525785]","[-122.3294856789784, 47.667960445324354]",[]
235,5982,0.0,4,0,E,MERIDIAN AVE N,concrete,1.8288,68.07107803931817,"[-122.33357045939633, 47.66788563283072]","[-122.33357570997302, 47.66727317806792]",[]
236,5994,1.0,43,0,NW,NE MAPLE LEAF PL,concrete,1.8288,73.86971982400745,"[-122.32611687983757, 47.680819250971325]","[-122.32531228735287, 47.681202015364505]",[]
237,6059,0.0,0,0,E,LATONA AVE NE,concrete,1.8288,6.296626929723045,"[-122.32537196194524, 47.67288996011227]","[-122.32537284778635, 47.672833309881725]",[]
238,6060,0.0,29,0,E,LATONA AVE NE,concrete,1.8288,72.81012515561953,"[-122.32536171846405, 47.67354502673111]","[-122.32537196194524, 47.67288996011227]",[]
239,6061,0.0,0,0,E,LATONA AVE NE,concrete,1.8288,6.199983702826042,"[-122.32536084618737, 47.673600807463444]","[-122.32536171846405, 47.67354502673111]",[]
240,6141,0.0,112,0,S,N 68TH ST,concrete,1.8288,186.78875528658477,"[-122.35003662973851, 47.67866424464469]","[-122.35252513432162, 47.67867250465347]",[]
241,6155,0.0,9,0,NE,WEEDIN PL NE,concrete,1.8288,150.29819212873687,"[-122.32128943278882, 47.678070367649724]","[-122.32053130262709, 47.67729913562536]",[]
242,6156,0.0,0,0,NE,WEEDIN PL NE,concrete,1.8288,3.1814416257402724,"[-122.3213128758029, 47.6780942153606]","[-122.32128943278882, 47.678070367649724]",[]
243,6256,0.0,56,0,S,N 63RD ST,concrete,1.8288,47.32746360641269,"[-122.34776493658133, 47.674521724971285]","[-122.34839541078004, 47.67452362997063]",[]
244,6260,1.0,0,0,NW,ORIN CT N,concrete,1.8288,6.376923668561035,"[-122.33345438453921, 47.68417835090167]","[-122.33338392885506, 47.684210420008355]",[]
245,6261,1.0,98,0,NW,ORIN CT N,concrete,1.8288,77.29409816995003,"[-122.33430836448002, 47.683789640757055]","[-122.33345438453921, 47.68417835090167]",[]
246,6298,1.0,-12,0,N,WOODLAWN AVE N,concrete,1.8288,30.926388138221697,"[-122.32995282019145, 47.67763903307022]","[-122.32954160165109, 47.67762174319555]",[]
247,6299,1.0,0,0,N,WOODLAWN AVE N,concrete,1.8288,7.041202852820853,"[-122.33004644491055, 47.67764296935756]","[-122.32995282019145, 47.67763903307022]",[]
248,6323,1.0,0,0,N,EAST GREEN LAKE WAY N,N/A,2.1336,5.400706808153481,"[-122.32694508381391, 47.678581166444665]","[-122.32688232689651, 47.678604934761424]",['GREEN LAKE PARK']
249,6324,1.0,-6,0,N,EAST GREEN LAKE WAY N,N/A,2.1336,40.31107576754987,"[-122.32744084439442, 47.67844694762825]","[-122.32720772666127, 47.678490769372765]",['GREEN LAKE PARK']
250,6325,1.0,0,0,N,EAST GREEN LAKE WAY N,N/A,2.1336,7.084055798916184,"[-122.32753176614163, 47.67842985590306]","[-122.32744084439442, 47.67844694762825]",['GREEN LAKE PARK']
251,6343,1.0,-8,0,W,DAYTON AVE N,concrete,1.8288,89.42130585301315,"[-122.35269276406618, 47.67786843942638]","[-122.3526916251188, 47.678673001259746]",[]
252,6348,0.0,42,0,E,WOODLAWN AVE N,concrete,1.8288,67.95785931423221,"[-122.33840811647188, 47.666441702076106]","[-122.33841402991261, 47.66583026834465]",[]
253,6350,1.0,16,0,N,N 57TH ST,concrete,1.8288,97.04071437633964,"[-122.33242550899507, 47.67020193955511]","[-122.33113294444253, 47.670192829388895]",[]
254,6358,0.0,75,0,S,N 64TH ST,concrete,1.8288,55.225100929080874,"[-122.3534764643462, 47.675278216751806]","[-122.35421053267297, 47.67524513259768]",[]
255,6359,0.0,0,0,S,N 64TH ST,concrete,1.8288,5.607565109089329,"[-122.35340192688797, 47.675281575858925]","[-122.3534764643462, 47.675278216751806]",[]
256,6373,0.0,-31,0,S,N 62ND ST,concrete,1.8288,189.49781294489486,"[-122.3282753067616, 47.67357629624226]","[-122.3307993508794, 47.67360397113341]",[]
257,6388,0.0,59,0,S,N 70TH ST,concrete,1.8288,119.53091285430104,"[-122.34555776730237, 47.67953357391856]","[-122.3471502522285, 47.67953867067531]",[]
258,6401,0.0,-92,0,S,N 66TH ST,concrete,1.8288,73.23188056146103,"[-122.33111032931065, 47.677189954285176]","[-122.33206226462968, 47.67733425703893]",[]
259,6429,1.0,33,0,N,NE 71ST ST,concrete,1.8288,116.2447993635505,"[-122.32445677593066, 47.67990580315835]","[-122.32333374835181, 47.680132316653705]",[]
260,6439,0.0,-6,0,S,N 77TH ST,concrete,1.8288,188.7320887121268,"[-122.34729260261558, 47.68470698791415]","[-122.34980727536416, 47.68469720582613]",[]
261,6443,1.0,-51,0,N,NE 63RD ST,concrete,1.8288,63.611736765807365,"[-122.32434144862562, 47.67441776778436]","[-122.32349409455445, 47.67441116480411]",[]
262,6449,0.0,20,0,S,N 80TH ST,concrete,1.8288,68.65548751537983,"[-122.33918836789175, 47.68686460422101]","[-122.34010318183938, 47.686866908928906]",[]
263,6482,1.0,-113,0,N,N 67TH ST,concrete,1.8288,119.24667971131169,"[-122.35428136332939, 47.67787831268076]","[-122.35269276406618, 47.67786843942638]",[]
264,6544,1.0,0,0,W,ROOSEVELT WAY NE,concrete,1.8288,6.364402244011256,"[-122.31749904145087, 47.666436967534175]","[-122.31749839205062, 47.66649422906813]",[]
265,6598,1.0,0,0,SW,EAST GREEN LAKE DR N,N/A,2.4383999999999997,7.02030145121644,"[-122.32617667283587, 47.68061733348855]","[-122.32622538335542, 47.68067125625873]",['GREEN LAKE PARK']
266,6599,1.0,0,0,SW,EAST GREEN LAKE DR N,N/A,2.4383999999999997,35.17246279664563,"[-122.32596871714566, 47.68033586004419]","[-122.32602440870942, 47.68044877554961]",['GREEN LAKE PARK']
267,6600,1.0,0,0,SW,EAST GREEN LAKE DR N,N/A,2.4383999999999997,7.890316079726079,"[-122.3259354970747, 47.68026850559424]","[-122.32596871714566, 47.68033586004419]",['GREEN LAKE PARK']
268,6601,1.0,-20,0,SW,4TH AVE NE,concrete,1.8288,233.61303848949345,"[-122.32457110653404, 47.67597282898103]","[-122.32620043802012, 47.67776368363682]",[]
269,6620,1.0,-2,0,W,PHINNEY AVE N,concrete,1.8288,62.86382020843214,"[-122.35455513555783, 47.66780877524463]","[-122.35455080100463, 47.66837438176798]",[]
270,6621,0.0,0,0,E,MERIDIAN AVE N,concrete,1.8288,2.958423948947354,"[-122.33346338390362, 47.67317364895423]","[-122.33346360461688, 47.67314703117355]",[]
271,6622,0.0,57,0,E,MERIDIAN AVE N,concrete,1.8288,51.057298739161425,"[-122.3334595747149, 47.67363302595539]","[-122.33346338390362, 47.67317364895423]",[]
272,6630,0.0,-42,0,S,N 57TH ST,concrete,1.8288,66.86437638277762,"[-122.33805787640897, 47.670133229267805]","[-122.33894848693892, 47.67014013779353]",[]
273,6647,1.0,42,0,N,N 50TH ST,concrete,1.8288,82.0811209054113,"[-122.33758601566005, 47.6650968917108]","[-122.33649275665782, 47.66509671801939]",[]
274,6648,1.0,0,0,N,N 50TH ST,concrete,1.8288,6.2214931062683,"[-122.33766888128935, 47.665096904451325]","[-122.33758601566005, 47.6650968917108]",[]
275,6657,1.0,33,0,W,5TH AVE NE,concrete,1.8288,67.93808448799125,"[-122.32294134230247, 47.66647641294806]","[-122.32293720456819, 47.66708767446901]",[]
276,6677,1.0,-58,0,SW,KIRKWOOD PL N,concrete,1.8288,73.18124462349493,"[-122.33463619791883, 47.67233074785616]","[-122.33481544581232, 47.67243922990688]",[]
277,6716,0.0,46,0,S,NE 60TH ST,concrete,1.8288,48.7432093837263,"[-122.32014673465031, 47.672168208765264]","[-122.32079600592384, 47.672172983875456]",[]
278,6717,0.0,0,0,S,N 80TH ST,concrete,1.8288,6.0729279871582005,"[-122.32960202366017, 47.68680021856742]","[-122.32968293192269, 47.6868011628391]",[]
279,6718,0.0,-85,0,S,N 80TH ST,concrete,1.8288,9.725550096872608,"[-122.32947245233689, 47.68679870623548]","[-122.32960202366017, 47.68680021856742]",[]
280,6720,1.0,49,0,N,N 55TH ST,concrete,1.8288,49.674969878814224,"[-122.33979548016205, 47.66884015832973]","[-122.33913381481479, 47.668837101869286]",[]
281,6738,0.0,-14,0,E,FREMONT AVE N,concrete,1.8288,66.73533214669868,"[-122.34986713442846, 47.67310277069365]","[-122.34987109452096, 47.67250232955765]",[]
282,6800,0.0,108,0,S,N 62ND ST,concrete,1.8288,47.5583218248862,"[-122.34776750455589, 47.67380769007151]","[-122.34840104276361, 47.673809980340415]",[]
