,curbramps,marked,st_pkey,street_name,geometry
228,0,0,15427,N 40TH ST,"LINESTRING (-122.3279613404082 47.65548887519059, -122.3279603145551 47.65561228362719)"
229,1,0,16726,NE 40TH ST,"LINESTRING (-122.327793905392 47.65561114217895, -122.3277956657889 47.65548773890785)"
230,0,0,1063,1ST AVE NE,"LINESTRING (-122.3277645020891 47.65764957787115, -122.3279309201253 47.65765055315649)"
231,0,0,16774,NE 42ND ST,"LINESTRING (-122.3279309201253 47.65765055315649, -122.3279295283725 47.65776298848852)"
232,0,0,16775,NE 42ND ST,"LINESTRING (-122.3277630066306 47.657762012592, -122.3277645020891 47.65764957787115)"
233,0,0,1064,1ST AVE NE,"LINESTRING (-122.3283960355633 47.65795631121824, -122.3282316484705 47.65781954863861)"
234,0,0,15481,N 42ND ST,"LINESTRING (-122.3284927098574 47.65786478750242, -122.3283960355633 47.65795631121824)"
235,0,0,641645,N 42ND ST,"LINESTRING (-122.3282316484705 47.65781954863861, -122.3283810202709 47.65774922936401)"
236,0,0,1064,1ST AVE NE,"LINESTRING (-122.3282151652008 47.65892100745054, -122.3283801665045 47.65901694558106)"
237,0,0,1065,1ST AVE NE,"LINESTRING (-122.3283779964757 47.65915710294668, -122.3282129992288 47.65906468864584)"
238,0,0,15506,N 43RD ST,"LINESTRING (-122.3283801665045 47.65901694558106, -122.3283779964757 47.65915710294668)"
239,0,0,16800,NE 43RD ST,"LINESTRING (-122.3282129992288 47.65906468864584, -122.3282151652008 47.65892100745054)"
240,0,0,1065,1ST AVE NE,"LINESTRING (-122.3281953919515 47.66019386244323, -122.3283617548388 47.66019890650649)"
241,0,0,1066,1ST AVE NE,"LINESTRING (-122.3283600200151 47.66031142408746, -122.3281936559833 47.66030634750626)"
242,0,0,15524,N 44TH ST,"LINESTRING (-122.3283617548388 47.66019890650649, -122.3283600200151 47.66031142408746)"
243,1,0,16821,NE 44TH ST,"LINESTRING (-122.3281936559833 47.66030634750626, -122.3281953919515 47.66019386244323)"
244,1,0,1066,1ST AVE NE,"LINESTRING (-122.3281789024273 47.66127299841389, -122.3283453343163 47.66127382930328)"
245,1,0,1067,1ST AVE NE,"LINESTRING (-122.3283433519399 47.66144659655896, -122.3281769198102 47.6614457656564)"
246,1,0,15554,N 45TH ST,"LINESTRING (-122.3283453343163 47.66127382930328, -122.3283433519399 47.66144659655896)"
247,1,0,16838,NE 45TH ST,"LINESTRING (-122.3281769198102 47.6614457656564, -122.3281789024273 47.66127299841389)"
248,0,0,1067,1ST AVE NE,"LINESTRING (-122.3281684140682 47.6625518140331, -122.3283348505654 47.66255253408332)"
249,0,0,1068,1ST AVE NE,"LINESTRING (-122.3283348132269 47.66266497531629, -122.3281683662642 47.66266425539373)"
250,0,0,15577,N 46TH ST,"LINESTRING (-122.3283348505654 47.66255253408332, -122.3283348132269 47.66266497531629)"
251,0,0,16883,NE 46TH ST,"LINESTRING (-122.3281683662642 47.66266425539373, -122.3281684140682 47.6625518140331)"
252,1,0,1068,1ST AVE NE,"LINESTRING (-122.3281839925141 47.66491862374033, -122.3283503156624 47.66490045610725)"
253,1,0,1069,1ST AVE NE,"LINESTRING (-122.3283538387141 47.66506747851408, -122.3281874112098 47.66506958058319)"
254,0,0,15656,N 50TH ST,"LINESTRING (-122.3283503156624 47.66490045610725, -122.3283538387141 47.66506747851408)"
255,1,0,16920,NE 50TH ST,"LINESTRING (-122.3281874112098 47.66506958058319, -122.3281839925141 47.66491862374033)"
256,1,0,1069,1ST AVE NE,"LINESTRING (-122.3282135014747 47.66567757267624, -122.3283800697317 47.66567870529229)"
257,1,0,1070,1ST AVE NE,"LINESTRING (-122.3283815360729 47.66579115921186, -122.3282150943669 47.66579002916453)"
258,1,0,15667,N 51ST ST,"LINESTRING (-122.3283800697317 47.66567870529229, -122.3283815360729 47.66579115921186)"
259,1,0,16966,NE 51ST ST,"LINESTRING (-122.3282150943669 47.66579002916453, -122.3282135014747 47.66567757267624)"
260,1,0,1070,1ST AVE NE,"LINESTRING (-122.3284632790386 47.66640278560742, -122.3286337811316 47.66638515077103)"
261,0,0,1071,1ST AVE NE,"LINESTRING (-122.3286903850781 47.66674879832082, -122.3285116296262 47.66651556619021)"
262,0,0,11105,KENSINGTON PL N,"LINESTRING (-122.3287012490293 47.6664879467439, -122.3286903850781 47.66674879832082)"
263,1,0,15676,N 52ND ST,"LINESTRING (-122.3286337811316 47.66638515077103, -122.3287012490293 47.6664879467439)"
264,1,0,16971,NE 52ND ST,"LINESTRING (-122.3285116296262 47.66651556619021, -122.3284632790386 47.66640278560742)"
265,0,0,1071,1ST AVE NE,"LINESTRING (-122.327941957238 47.66712315892284, -122.3282428697745 47.66715761612527)"
266,0,0,15682,N 53RD ST,"LINESTRING (-122.3282428697745 47.66715761612527, -122.3281983171902 47.66726595281583)"
267,0,0,16995,NE 53RD ST,"LINESTRING (-122.327940223784 47.66723559190799, -122.327941957238 47.66712315892284)"
268,1,1,1072,1ST AVE NE,"LINESTRING (-122.3283489088085 47.66796098066592, -122.3281824482669 47.66796045553335)"
269,1,0,15692,N 54TH ST,"LINESTRING (-122.3283487939783 47.66784854162029, -122.3283489088085 47.66796098066592)"
270,1,0,17004,NE 54TH ST,"LINESTRING (-122.3281824482669 47.66796045553335, -122.3281841323018 47.667848022217)"
271,1,1,1072,1ST AVE NE,"LINESTRING (-122.3281855869552 47.66859076959415, -122.3283520527939 47.66859195558347)"
272,1,0,1073,1ST AVE NE,"LINESTRING (-122.3283514405216 47.66870439635822, -122.3281849904275 47.66870321083302)"
273,1,0,15703,N 55TH ST,"LINESTRING (-122.3283520527939 47.66859195558347, -122.3283514405216 47.66870439635822)"
274,1,1,17021,NE 55TH ST,"LINESTRING (-122.3281849904275 47.66870321083302, -122.3281855869552 47.66859076959415)"
275,1,0,1073,1ST AVE NE,"LINESTRING (-122.3281757391228 47.66929097799248, -122.3283421697031 47.66929352228463)"
276,1,0,1074,1ST AVE NE,"LINESTRING (-122.3283397117467 47.66944983116291, -122.3281732806396 47.66944728687053)"
277,1,0,15707,N 56TH ST,"LINESTRING (-122.3283421697031 47.66929352228463, -122.3283397117467 47.66944983116291)"
278,1,1,17064,NE 56TH ST,"LINESTRING (-122.3281732806396 47.66944728687053, -122.3281757391228 47.66929097799248)"
279,0,0,1074,1ST AVE NE,"LINESTRING (-122.3281636562041 47.6700595996222, -122.3283301108967 47.67006076694769)"
280,0,0,1075,1ST AVE NE,"LINESTRING (-122.3283283612729 47.67017319976688, -122.3281619062273 47.67017203243696)"
281,0,0,15716,N 57TH ST,"LINESTRING (-122.3283301108967 47.67006076694769, -122.3283283612729 47.67017319976688)"
282,0,0,17080,NE 57TH ST,"LINESTRING (-122.3281619062273 47.67017203243696, -122.3281636562041 47.6700595996222)"
283,0,0,1075,1ST AVE NE,"LINESTRING (-122.3281522377243 47.67079940266471, -122.3283186949256 47.67080055956001)"
284,0,0,1076,1ST AVE NE,"LINESTRING (-122.3283169372698 47.67091299231209, -122.3281504796975 47.67091183540985)"
285,0,0,15720,N 58TH ST,"LINESTRING (-122.3283186949256 47.67080055956001, -122.3283169372698 47.67091299231209)"
286,1,0,17102,NE 58TH ST,"LINESTRING (-122.3281504796975 47.67091183540985, -122.3281522377243 47.67079940266471)"
287,0,0,1076,1ST AVE NE,"LINESTRING (-122.3281409619839 47.67151189657712, -122.3283074212129 47.67151306933294)"
288,0,0,1077,1ST AVE NE,"LINESTRING (-122.3283056541486 47.67162550200057, -122.328139194568 47.67162432923998)"
289,0,0,15730,N 59TH ST,"LINESTRING (-122.3283074212129 47.67151306933294, -122.3283056541486 47.67162550200057)"
290,0,0,17114,NE 59TH ST,"LINESTRING (-122.328139194568 47.67162432923998, -122.3281409619839 47.67151189657712)"
291,0,0,1077,1ST AVE NE,"LINESTRING (-122.3281298448989 47.67222449988648, -122.3282963063926 47.67222567235115)"
292,0,0,1078,1ST AVE NE,"LINESTRING (-122.3282945627662 47.67233810516959, -122.3281281009157 47.67233693270119)"
293,0,0,15742,N 60TH ST,"LINESTRING (-122.3282963063926 47.67222567235115, -122.3282945627662 47.67233810516959)"
294,0,0,17121,NE 60TH ST,"LINESTRING (-122.3281281009157 47.67233693270119, -122.3281298448989 47.67222449988648)"
295,0,0,1078,1ST AVE NE,"LINESTRING (-122.3281208416025 47.6728069651735, -122.3282872948751 47.67280878995338)"
296,0,0,1079,1ST AVE NE,"LINESTRING (-122.3282855478837 47.6729212245278, -122.3281190943756 47.67291939986044)"
297,0,0,15751,N 61ST ST,"LINESTRING (-122.3282872948751 47.67280878995338, -122.3282855478837 47.6729212245278)"
298,0,0,17170,NE 61ST ST,"LINESTRING (-122.3281190943756 47.67291939986044, -122.3281208416025 47.6728069651735)"
299,0,0,1079,1ST AVE NE,"LINESTRING (-122.3281088512688 47.6735744652874, -122.3282753067616 47.67357629624226)"
300,0,0,1080,1ST AVE NE,"LINESTRING (-122.3282735273865 47.67368873051705, -122.3281070717758 47.67368689960396)"
301,0,0,15762,N 62ND ST,"LINESTRING (-122.3282753067616 47.67357629624226, -122.3282735273865 47.67368873051705)"
302,0,0,17181,NE 62ND ST,"LINESTRING (-122.3281070717758 47.67368689960396, -122.3281088512688 47.6735744652874)"
303,0,0,1080,1ST AVE NE,"LINESTRING (-122.3280965713274 47.67434238692638, -122.3282630295639 47.67434418402573)"
304,0,0,1081,1ST AVE NE,"LINESTRING (-122.3282612499641 47.67445661814672, -122.3280947911479 47.67445482098904)"
305,0,0,15774,N 63RD ST,"LINESTRING (-122.3282630295639 47.67434418402573, -122.3282612499641 47.67445661814672)"
306,0,0,17215,NE 63RD ST,"LINESTRING (-122.3280947911479 47.67445482098904, -122.3280965713274 47.67434238692638)"
307,1,0,1081,1ST AVE NE,"LINESTRING (-122.3280845493403 47.67510946199696, -122.3282510095645 47.67511130223573)"
308,1,0,1082,1ST AVE NE,"LINESTRING (-122.3282492518139 47.6752237367872, -122.3280827912211 47.67522189655752)"
309,1,0,15785,N 64TH ST,"LINESTRING (-122.3282510095645 47.67511130223573, -122.3282492518139 47.6752237367872)"
310,1,0,17241,NE 64TH ST,"LINESTRING (-122.3280827912211 47.67522189655752, -122.3280845493403 47.67510946199696)"
311,1,1,1082,1ST AVE NE,"LINESTRING (-122.3280726878237 47.67586836416695, -122.3282391387613 47.67587095386926)"
312,1,0,15800,N 65TH ST,"LINESTRING (-122.3282391387613 47.67587095386926, -122.3282341816939 47.67600849656537)"
313,1,0,17248,NE 65TH ST,"LINESTRING (-122.3280660855176 47.67600524910573, -122.3280726878237 47.67586836416695)"
314,1,0,1083,1ST AVE NE,"LINESTRING (-122.3282712704927 47.67745700574078, -122.3284373110798 47.67746535901704)"
315,1,0,1084,1ST AVE NE,"LINESTRING (-122.3284245822762 47.67760495762144, -122.3282595377324 47.67758565532216)"
316,1,0,13702,WOODLAWN AVE N,"LINESTRING (-122.3284373110798 47.67746535901704, -122.3284245822762 47.67760495762144)"
317,1,0,13705,WOODLAWN AVE NE,"LINESTRING (-122.3282595377324 47.67758565532216, -122.3282712704927 47.67745700574078)"
318,1,0,1084,1ST AVE NE,"LINESTRING (-122.3282033317816 47.67820290531581, -122.3283678280961 47.67822824956766)"
319,0,0,14080,EAST GREEN LAKE WAY N,"LINESTRING (-122.3283678280961 47.67822824956766, -122.3283548821199 47.67837851891872)"
320,0,0,14081,EAST GREEN LAKE WAY N,"LINESTRING (-122.3282206632538 47.67837802892272, -122.3282033317816 47.67820290531581)"
321,1,0,1085,1ST AVE NE,"LINESTRING (-122.3283824132588 47.68329801116453, -122.3281753147974 47.68330229347222)"
322,0,0,13716,WOODLAWN AVE NE,"LINESTRING (-122.3280383437258 47.68317464851495, -122.3283567062395 47.68318525265234)"
323,1,0,15854,N 75TH ST,"LINESTRING (-122.3283567062395 47.68318525265234, -122.3283824132588 47.68329801116453)"
324,0,0,17500,NE 75TH ST,"LINESTRING (-122.3281753147974 47.68330229347222, -122.3280383437258 47.68317464851495)"
325,1,0,1085,1ST AVE NE,"LINESTRING (-122.3281829691939 47.68498760548611, -122.3283901048068 47.68499002824024)"
326,0,0,1086,1ST AVE NE,"LINESTRING (-122.3284033635874 47.68510263598947, -122.3281961952938 47.68510021769726)"
327,1,0,15875,N 77TH ST,"LINESTRING (-122.3283901048068 47.68499002824024, -122.3284033635874 47.68510263598947)"
328,1,0,17557,NE 77TH ST,"LINESTRING (-122.3281961952938 47.68510021769726, -122.3281829691939 47.68498760548611)"
329,1,0,1086,1ST AVE NE,"LINESTRING (-122.3282202459974 47.6867828998821, -122.3284274410936 47.6867867267139)"
330,0,0,1087,1ST AVE NE,"LINESTRING (-122.3284168821636 47.68691551748888, -122.3282503087709 47.6869108461967)"
331,0,0,15911,N 80TH ST,"LINESTRING (-122.3284274410936 47.6867867267139, -122.3284168821636 47.68691551748888)"
332,0,0,17605,NE 80TH ST,"LINESTRING (-122.3282503087709 47.6869108461967, -122.3282202459974 47.6867828998821)"
333,1,0,17804,NE 90TH ST,"LINESTRING (-122.3283309436885 47.69414071368468, -122.3283296999736 47.69402825926676)"
334,1,0,17824,NE 91ST ST,"LINESTRING (-122.3283410423709 47.69505231971004, -122.3283397965554 47.69493986551991)"
335,0,0,1090,1ST AVE NE,"LINESTRING (-122.3283499863361 47.6958596063802, -122.3285262703198 47.69583403923222)"
336,0,0,1091,1ST AVE NE,"LINESTRING (-122.3285280640114 47.69599589919158, -122.3283552035213 47.69596386081334)"
337,1,0,16039,N 92ND ST,"LINESTRING (-122.3285262703198 47.69583403923222, -122.3285280640114 47.69599589919158)"
338,1,0,17841,NE 92ND ST,"LINESTRING (-122.3283552035213 47.69596386081334, -122.3283499863361 47.6958596063802)"
339,1,0,17868,NE 94TH ST,"LINESTRING (-122.3283734955171 47.69688228728857, -122.3283639815305 47.69675624972366)"
340,1,0,17886,NE 95TH ST,"LINESTRING (-122.3283510406205 47.69778690307576, -122.3283821867292 47.69767467633634)"
341,1,1,16145,NE 100TH ST,"LINESTRING (-122.3283017126601 47.70144097838899, -122.3283971708626 47.70128562362023)"
342,1,1,16184,NE 103RD ST,"LINESTRING (-122.3283825855139 47.70326534458771, -122.3283233066489 47.70308242101395)"
343,1,1,1098,1ST AVE NE,"LINESTRING (-122.3288673799707 47.70686377494985, -122.3284670353122 47.70686742109452)"
344,1,1,1098,1ST AVE NE,"LINESTRING (-122.3284993699337 47.70848520248555, -122.328906487708 47.70853857565167)"
345,1,1,1099,1ST AVE NE,"LINESTRING (-122.328803520241 47.70885259566192, -122.3285006186946 47.70873342826881)"
346,1,0,16120,N NORTHGATE WAY,"LINESTRING (-122.328906487708 47.70853857565167, -122.3288767584923 47.70871390590564)"
347,1,0,18010,NE NORTHGATE WAY,"LINESTRING (-122.3285006186946 47.70873342826881, -122.3284993699337 47.70848520248555)"
348,1,1,492953,NORTHGATE I5 NB ON RP,"LINESTRING (-122.3288767584923 47.70871390590564, -122.328803520241 47.70885259566192)"
349,1,1,1101,1ST AVE NE,"LINESTRING (-122.3288652790382 47.71413896478899, -122.328650017902 47.7141446945877)"
350,0,1,1101,1ST AVE NE,"LINESTRING (-122.3286883836987 47.71582988967125, -122.3289038161464 47.71583137829406)"
351,1,0,15105,N 120TH ST,"LINESTRING (-122.3289038161464 47.71583137829406, -122.3289163216264 47.71595742813706)"
352,1,0,15123,N 122ND ST,"LINESTRING (-122.3289651604447 47.71702405021633, -122.3289302615447 47.71714975361728)"
353,1,0,9800,CORLISS AVE N,"LINESTRING (-122.3290289893261 47.71930432282139, -122.3290562115817 47.71941401956208)"
354,1,0,9801,CORLISS AVE N,"LINESTRING (-122.3290584705344 47.71965303532442, -122.3290345585509 47.71976476977746)"
355,1,0,15153,N 128TH ST,"LINESTRING (-122.3290065403978 47.7219088961106, -122.3290129854831 47.7220349201387)"
356,1,1,1105,1ST AVE NE,"LINESTRING (-122.3288262214898 47.72307293088366, -122.3289986883508 47.72308249940216)"
357,1,1,1106,1ST AVE NE,"LINESTRING (-122.3290167311344 47.72324994264521, -122.3288237212451 47.72325656861643)"
358,1,1,15167,N 130TH ST,"LINESTRING (-122.3289986883508 47.72308249940216, -122.3290167311344 47.72324994264521)"
359,0,1,16537,NE 130TH ST,"LINESTRING (-122.3288237212451 47.72325656861643, -122.3288262214898 47.72307293088366)"
360,1,1,15176,N 133RD ST,"LINESTRING (-122.3289940245728 47.72492255609657, -122.3289516773551 47.7250481734022)"
361,1,0,16609,NE 137TH ST,"LINESTRING (-122.328791840265 47.72826967512093, -122.3287835383407 47.72815004213636)"
362,1,0,16634,NE 140TH ST,"LINESTRING (-122.3287945681032 47.7305124275217, -122.3287949436617 47.73038646461504)"
363,1,1,1113,1ST AVE NE,"LINESTRING (-122.3287678810664 47.73401038323919, -122.3289730387877 47.73401745624397)"
364,1,0,15283,N 145TH ST,"LINESTRING (-122.3289730387877 47.73401745624397, -122.328970296345 47.73417924638021)"
365,1,1,16678,NE 145TH ST,"LINESTRING (-122.328765028769 47.73417765765286, -122.3287678810664 47.73401038323919)"
366,1,0,1114,1ST AVE NW,"LINESTRING (-122.3577478731996 47.65219070178051, -122.3575530326843 47.65219632180213)"
367,1,0,15298,N 35TH ST,"LINESTRING (-122.3575530326843 47.65219632180213, -122.357559556903 47.65201852027701)"
368,1,0,1114,1ST AVE NW,"LINESTRING (-122.3575505625146 47.65284044810542, -122.3577452043609 47.65288730772773)"
369,1,0,1115,1ST AVE NW,"LINESTRING (-122.3577445549507 47.65308072050961, -122.3575782316898 47.65305202039377)"
370,1,0,15315,N 36TH ST,"LINESTRING (-122.3575782316898 47.65305202039377, -122.3575505625146 47.65284044810542)"
371,1,0,18282,NW 36TH ST,"LINESTRING (-122.3577452043609 47.65288730772773, -122.3577445549507 47.65308072050961)"
372,1,0,1115,1ST AVE NW,"LINESTRING (-122.3575750885651 47.65408617758943, -122.3577415032814 47.65408583609506)"
373,0,0,18284,NW 39TH ST,"LINESTRING (-122.3575755131651 47.6542150714581, -122.3575750885651 47.65408617758943)"
374,1,0,18285,NW 39TH ST,"LINESTRING (-122.3577415032814 47.65408583609506, -122.3577422356557 47.65421472933028)"
375,1,0,1116,1ST AVE NW,"LINESTRING (-122.3572749929689 47.65421552300514, -122.3571085770348 47.65421561951838)"
376,1,0,15376,N 39TH ST,"LINESTRING (-122.3571085770348 47.65421561951838, -122.357108670316 47.6540867253168)"
377,0,0,18284,NW 39TH ST,"LINESTRING (-122.3572745691337 47.65408662911182, -122.3572749929689 47.65421552300514)"
378,0,0,1116,1ST AVE NW,"LINESTRING (-122.357104753266 47.6548085730135, -122.3572711720107 47.65480833277807)"
379,0,0,1117,1ST AVE NW,"LINESTRING (-122.3572703757278 47.65492077418715, -122.3571039556335 47.65492101368449)"
380,0,0,16090,N BOWDOIN PL,"LINESTRING (-122.3571039556335 47.65492101368449, -122.357104753266 47.6548085730135)"
381,0,0,19168,NW BOWDOIN PL,"LINESTRING (-122.3572711720107 47.65480833277807, -122.3572703757278 47.65492077418715)"
382,1,0,1118,1ST AVE NW,"LINESTRING (-122.3572650164193 47.65563366535189, -122.3570985942196 47.65563396273588)"
383,1,0,15405,N 40TH ST,"LINESTRING (-122.3570985942196 47.65563396273588, -122.3570981737496 47.65552152348668)"
384,1,0,18289,NW 40TH ST,"LINESTRING (-122.3572645563257 47.65552122617185, -122.3572650164193 47.65563366535189)"
385,1,0,1118,1ST AVE NW,"LINESTRING (-122.3570939825753 47.65629063183891, -122.3572604069918 47.65629031594689)"
386,1,0,15428,N 41ST ST,"LINESTRING (-122.3572604069918 47.65629031594689, -122.3572608902992 47.65640275506697)"
387,1,0,15429,N 41ST ST,"LINESTRING (-122.3570944340983 47.65640307101759, -122.3570939825753 47.65629063183891)"
388,0,0,1119,1ST AVE NW,"LINESTRING (-122.3576671737284 47.65640195580171, -122.3575007496904 47.65640228417882)"
389,0,0,15428,N 41ST ST,"LINESTRING (-122.3575007496904 47.65640228417882, -122.3575002658678 47.65628984505707)"
390,0,0,18294,NW 41ST ST,"LINESTRING (-122.3576666854905 47.65628951668685, -122.3576671737284 47.65640195580171)"
391,0,0,1120,1ST AVE NW,"LINESTRING (-122.3573442581084 47.65777530513221, -122.3571777828036 47.65778204665439)"
392,0,0,15453,NW 42ND ST,"LINESTRING (-122.3573438893366 47.65766934904156, -122.3573442581084 47.65777530513221)"
393,0,0,15454,N 42ND ST,"LINESTRING (-122.3571777828036 47.65778204665439, -122.357177409558 47.65766960737031)"
394,0,0,1120,1ST AVE NW,"LINESTRING (-122.3571659164997 47.65943788116569, -122.3573335917104 47.65926437289715)"
395,0,0,1121,1ST AVE NW,"LINESTRING (-122.3573290796603 47.65990299136134, -122.3571646628596 47.6596136772423)"
396,0,0,18308,NW 43RD ST,"LINESTRING (-122.3573335917104 47.65926437289715, -122.3573330504946 47.6595813879095)"
397,0,0,18318,NW 44TH ST,"LINESTRING (-122.3573330504946 47.6595813879095, -122.3573290796603 47.65990299136134)"
